Time,Total cells,avg_num_cells_per_worker,Location,parallel workers
2.624889850616455,1000,1000.0,cloudlab,1
1.4797344207763672,1000,500.0,cloudlab,2
0.995919704437256,1000,250.0,cloudlab,4
0.8251533508300781,1000,125.0,cloudlab,8
0.8005585670471191,1000,62.5,cloudlab,16
